pytanie,odpowiedz_wygenerowana
"Jakie składowe decydują o ocenie końcowej z przedmiotu ""Przetwarzanie danych w systemie SAS"" i ile punktów można za nie maksymalnie uzyskać?","Sorry, I encountered an error while generating the response."
Co należy zrobić w przypadku zapomnienia hasła do konta w centralnej bazie autoryzacji na Wydziale MiNI?,"Sorry, I encountered an error while generating the response."
Na ile dni przed terminem egzaminu dyplomowego promotor oraz recenzent mają obowiązek zamieścić recenzję w systemie APD?,"Sorry, I encountered an error while generating the response."
Kto pełni funkcję Społecznego Inspektora Pracy na Wydziale MiNI i w którym pokoju można go znaleźć?,"Sorry, I encountered an error while generating the response."
"Ile minimalnie punktów ECTS musi uzyskać student studiów pierwszego stopnia, aby otrzymać rejestrację na 4. semestr?","Sorry, I encountered an error while generating the response."
W jakiej formie i przez jaki system należy złożyć podanie o urlop zdrowotny lub o zmianę grupy zajęciowej?,"Sorry, I encountered an error while generating the response."
"Jakie warunki musi spełnić student, aby zostać przyjętym na studia pierwszego stopnia w trybie przeniesienia z innej uczelni?","Sorry, I encountered an error while generating the response."
"Z ilu zadań programistycznych składa się projekt w ramach przedmiotu ""Procesory graficzne w zastosowaniach obliczeniowych"" i w jakiej technologii należy je wykonać?","Sorry, I encountered an error while generating the response."
"Ile punktów ECTS otrzymuje student za zaliczenie przedmiotu ""Równania różniczkowe zwyczajne"" na trzecim semestrze studiów I stopnia na kierunku Matematyka i Analiza Danych?","Sorry, I encountered an error while generating the response."
Gdzie studenci powinni odłożyć swoje torby oraz urządzenia elektroniczne podczas trwania sprawdzianu lub egzaminu?,"Sorry, I encountered an error while generating the response."
"Jaką wiedzę, zgodnie z efektem uczenia się o symbolu MAD1_W12, powinien posiadać absolwent?","Sorry, I encountered an error while generating the response."
"Za co i ile punktów można maksymalnie uzyskać z przedmiotu ""Matematyka popularna""?","Sorry, I encountered an error while generating the response."
Z kim należy się kontaktować w sprawach dotyczących wyjazdów w ramach programu Erasmus+ na Wydziale MiNI?,"Sorry, I encountered an error while generating the response."
"Jakie warunki należy spełnić, aby uzyskać zaliczenie z przedmiotu ""Zaawansowane programowanie obiektowe i funkcyjne""?","Sorry, I encountered an error while generating the response."
Jakie są główne cele odbywania obowiązkowych praktyk studenckich przez studentów Wydziału MiNI?,"Sorry, I encountered an error while generating the response."
"W jakiej formie odbywa się egzamin końcowy z przedmiotu ""Teoria gier"" i jaki jest warunek przystąpienia do niego?","Sorry, I encountered an error while generating the response."
Jakie dokumenty związane z odbywaniem obowiązkowych praktyk jako jedyne muszą być dostarczone na wydział w oryginalnej formie papierowej?,"Sorry, I encountered an error while generating the response."
"Z jakich składowych i w jakich proporcjach wyliczana jest ocena z przedmiotu ""Agent Systems and Applications""?","Sorry, I encountered an error while generating the response."
"Jaki jest próg dochodowy na osobę w rodzinie, uprawniający do otrzymania stypendium socjalnego w roku akademickim 2025/2026?","Sorry, I encountered an error while generating the response."
"Co powinien zrobić student w sytuacji, gdy po sesji egzaminacyjnej zauważy błędnie wpisaną ocenę w systemie USOSweb?","Sorry, I encountered an error while generating the response."
"Za co przyznawane są punkty warunkujące zaliczenie przedmiotu ""Wnioskowanie rozmyte""?","Sorry, I encountered an error while generating the response."
Ile dni przed terminem egzaminu dyplomowego promotor i recenzent mają obowiązek zamieścić recenzje pracy w systemie APD?,"Sorry, I encountered an error while generating the response."
Ile wynosi przewidywany czas oczekiwania na wydanie duplikatu elektronicznej legitymacji studenckiej (ELS)?,"Sorry, I encountered an error while generating the response."
W którym pokoju w Gmachu MiNI znajduje się miejsce pracy Piotra Biesa?,"Sorry, I encountered an error while generating the response."
"Ile minimalnie punktów ECTS musi uzyskać student pierwszego stopnia, aby otrzymać rejestrację na trzeci semestr studiów?","Sorry, I encountered an error while generating the response."
W jakiej formie i gdzie należy złożyć podanie o urlop zdrowotny?,"Sorry, I encountered an error while generating the response."
Kiedy i ile razy w trakcie studiów student może otrzymać urlop nieuwarunkowany?,"Sorry, I encountered an error while generating the response."
W jaki sposób i za pomocą jakiego systemu należy składać wnioski o stypendium rektora lub stypendium socjalne?,"Sorry, I encountered an error while generating the response."
Jakie umiejętności posiada absolwent zgodnie z efektem uczenia się o symbolu M1_U02?,"Sorry, I encountered an error while generating the response."
"Jakie konsekwencje grożą studentowi Wydziału MiNI, u którego podczas sprawdzianu lub egzaminu zostanie stwierdzona niesamodzielność pracy albo korzystanie z niedozwolonych urządzeń?","Sorry, I encountered an error while generating the response."
"Kto prowadzi zajęcia z przedmiotu ""Projekt interdyscyplinarny"" dla grupy 4 w poniedziałki o 9:45 i w jakiej sali się one odbywają?","Sorry, I encountered an error while generating the response."
Jaką wiedzę z zakresu algebry liniowej i geometrii posiada absolwent zgodnie z opisem efektu uczenia się o symbolu MAD1_W07?,"Sorry, I encountered an error while generating the response."
"Jakie elementy składają się na ocenę końcową z przedmiotu ""Matematyka popularna""?","Sorry, I encountered an error while generating the response."
"Z jakich składowych i z jaką punktacją składa się ocena końcowa z przedmiotu ""Przetwarzanie danych w systemie SAS""?","Sorry, I encountered an error while generating the response."
"Ile zadań programistycznych musi wykonać student w ramach projektu z przedmiotu ""Procesory graficzne w zastosowaniach obliczeniowych"" i w jakiej technologii mają one działać?","Sorry, I encountered an error while generating the response."
Czy porozumienie o organizacji praktyki mogę przesłać na Wydział w formie zeskanowanego dokumentu?,"Sorry, I encountered an error while generating the response."
Na jak długo przydzielane są studenckie serwery wirtualne przez Laboratorium Informatyki i czy można ten czas przedłużyć?,"Sorry, I encountered an error while generating the response."
"W jakiej formie odbywa się egzamin końcowy z przedmiotu ""Teoria gier"" i co jest warunkiem dopuszczenia do niego?","Sorry, I encountered an error while generating the response."
"Ile punktów i za co można maksymalnie zdobyć w ramach przedmiotu ""Informatyka obrazów""?","Sorry, I encountered an error while generating the response."
Czy student odbywający praktykę studencką poza stałym miejscem zamieszkania i siedzibą uczelni może liczyć na wsparcie finansowe ze strony uczelni?,"Sorry, I encountered an error while generating the response."
Na ile dni przed terminem egzaminu dyplomowego promotor oraz recenzent muszą zamieścić recenzje pracy w systemie APD?,"Sorry, I encountered an error while generating the response."
W jakich dniach i godzinach otwarty jest dziekanat Wydziału MiNI?,"Sorry, I encountered an error while generating the response."
Ile łącznie miejsc parkingowych pozostaje w dyspozycji Wydziału MiNI i ile z nich zlokalizowanych jest w garażu podziemnym?,"Sorry, I encountered an error while generating the response."
"Ile minimum punktów ECTS muszę uzyskać, aby zostać zarejestrowanym na semestr 3 na studiach pierwszego stopnia?","Sorry, I encountered an error while generating the response."
"Z jakich elementów składa się ocena końcowa z przedmiotu ""Programowanie układów FPGA"" i jakie są warunki jego zaliczenia?","Sorry, I encountered an error while generating the response."
W jakiej formie i przez jaki system student powinien złożyć podanie o urlop zdrowotny?,"Sorry, I encountered an error while generating the response."
Jakie funkcje wydziałowe pełni mgr Magdalena Bogucka i w którym pokoju się znajduje?,"Sorry, I encountered an error while generating the response."
Z kim i pod jakim adresem e-mail mogę się skontaktować w sprawie wyjazdów w ramach programu Erasmus+ na Wydziale MiNI?,"Sorry, I encountered an error while generating the response."
"Jakie konsekwencje ponosi student, u którego podczas sprawdzianu zostanie stwierdzona niesamodzielność pracy lub korzystanie z niedozwolonych urządzeń?","Sorry, I encountered an error while generating the response."
Ile wynosi wysokość stypendium rektora oraz stypendium dla tegorocznych maturzystów?,"Sorry, I encountered an error while generating the response."
Ile razy w ciągu całego toku studiów student może powtarzać rok akademicki?,"Sorry, I encountered an error while generating the response."
Czy obecność studenta na wszystkich typach zajęć jest obowiązkowa i kto rozstrzyga spory związane z usprawiedliwianiem nieobecności?,"Sorry, I encountered an error while generating the response."
W którym pokoju znajduje się gabinet Krzysztofa Baneckiego i jaki jest jego adres e-mail?,"Sorry, I encountered an error while generating the response."
"Jakie są kryteria oceniania i ile punktów można maksymalnie uzyskać na zajęciach z przedmiotu ""Matematyka popularna""?","Sorry, I encountered an error while generating the response."
"Z jakich elementów składa się ocena z przedmiotu ""Wnioskowanie rozmyte"" i od ilu punktów można otrzymać ocenę 3.0?","Sorry, I encountered an error while generating the response."
Gdzie znajduje się obsługa laboratorium Informatyki wydziału MiNI i w jakich godzinach jest dostępna dla studentów?,"Sorry, I encountered an error while generating the response."
Ile razy w roku akademickim student może otrzymać zapomogę i w jakim czasie od zdarzenia powinien złożyć odpowiedni wniosek?,"Sorry, I encountered an error while generating the response."
Jakie konkretne umiejętności matematyczne posiada absolwent po uzyskaniu efektu uczenia się o symbolu MAD1_U08?,"Sorry, I encountered an error while generating the response."
"Jakie wsparcie finansowe przewidziano dla studentów biorących udział w projekcie ""Szkoła Orłów na PW""?","Sorry, I encountered an error while generating the response."
Jakie są wymogi edytorskie dotyczące numeracji stron w pracy dyplomowej na Wydziale MiNI?,"Sorry, I encountered an error while generating the response."
Ile wynosi czas oczekiwania na wydanie duplikatu elektronicznej legitymacji studenckiej (ELS) na Wydziale MiNI?,"Sorry, I encountered an error while generating the response."
"Ile punktów i za jakie aktywności można zdobyć podczas zaliczania przedmiotu ""Przetwarzanie danych w systemie SAS""?","Sorry, I encountered an error while generating the response."
Kto może ubiegać się o kartę parkingową uprawniającą do korzystania z miejsc w dyspozycji Wydziału MiNI i ile wynosi łączna liczba tych miejsc?,"Sorry, I encountered an error while generating the response."
"Kto prowadzi wykład z przedmiotu ""Matematyka dyskretna i elementy probabilistyki"" dla studentów drugiego semestru Inżynierii i analizy danych i o której godzinie się on rozpoczyna?","Sorry, I encountered an error while generating the response."
W jaki sposób student powinien złożyć podanie o przesunięcie terminu złożenia pracy dyplomowej o 3 miesiące?,"Sorry, I encountered an error while generating the response."
Jaką wiedzę programistyczną zdobywa absolwent osiągający efekt uczenia się o symbolu M1_W21?,"Sorry, I encountered an error while generating the response."
Czy student odbywający praktykę poza stałym miejscem zamieszkania i siedzibą uczelni może ubiegać się o wsparcie finansowe?,"Sorry, I encountered an error while generating the response."
Z kim należy się kontaktować na Wydziale MiNI w sprawach wyjazdów w ramach programu Erasmus+ i jaki jest adres e-mail?,"Sorry, I encountered an error while generating the response."
Gdzie należy odłożyć torbę oraz wyłączone urządzenia elektroniczne na czas trwania sprawdzianu lub egzaminu?,"Sorry, I encountered an error while generating the response."
"Ile minimalnie punktów ECTS należy uzyskać, aby zarejestrować się na trzeci semestr na studiach pierwszego stopnia?","Sorry, I encountered an error while generating the response."
"Jakie przedmioty poprzedzające są wymagane przed przystąpieniem do przedmiotu ""Procesory graficzne w zastosowaniach obliczeniowych""?","Sorry, I encountered an error while generating the response."
Gdzie znajduje się pokój Krzysztofa Baneckiego na Wydziale MiNI i pod jakim adresem e-mail można się z nim skontaktować?,"Sorry, I encountered an error while generating the response."
W jakiej wysokości wypłacane jest stypendium rektora w roku akademickim 2025/2026 i w jaki sposób należy złożyć wniosek o jego przyznanie?,"Sorry, I encountered an error while generating the response."
"Za co i w jakiej maksymalnej liczbie student może otrzymać punkty podczas zaliczania przedmiotu ""Matematyka popularna""?","Sorry, I encountered an error while generating the response."
Ile razy w trakcie roku akademickiego student może otrzymać zapomogę z tytułu trudnej sytuacji życiowej?,"Sorry, I encountered an error while generating the response."
"W jakiej formie odbywa się egzamin końcowy z przedmiotu ""Teoria gier"" i w jaki sposób obliczana jest ocena ostateczna?","Sorry, I encountered an error while generating the response."
"Ile punktów należy zdobyć, aby zaliczyć przedmiot ""Algorytmiczne zastosowania łańcuchów Markowa"" i z jakich aktywności się one składają?","Sorry, I encountered an error while generating the response."
Kto na Wydziale MiNI pełni funkcję Pełnomocnika Dziekana ds. Osób z Niepełnosprawnościami?,"Sorry, I encountered an error while generating the response."
W jakich godzinach i w jakiej sali dostępna jest obsługa laboratorium Informatyki na Wydziale MiNI?,"Sorry, I encountered an error while generating the response."
Ile dni przed egzaminem dyplomowym promotor i recenzent muszą zamieścić swoje recenzje pracy w systemie APD?,"Sorry, I encountered an error while generating the response."
"Z kim i w jakiej sali odbywają się zajęcia laboratoryjne z przedmiotu ""Podstawy systemu UNIX"" dla grupy 6 na pierwszym semestrze kierunku Informatyka i Systemy Informacyjne?","Sorry, I encountered an error while generating the response."
"Jakie wsparcie finansowe przewidziano dla studentów uczestniczących w projekcie ""Szkoła Orłów na PW""?","Sorry, I encountered an error while generating the response."
"Jakie przedmioty poprzedzające są wymagane do podjęcia przedmiotu ""Programming Multilayered and Mobile Apps Based on React""?","Sorry, I encountered an error while generating the response."
W jakiej formie i za pośrednictwem jakiego systemu student powinien złożyć podanie o urlop zdrowotny lub o zmianę grupy zajęciowej?,"Sorry, I encountered an error while generating the response."
Czy student odbywający praktyki poza stałym miejscem zamieszkania i siedzibą uczelni może ubiegać się o dofinansowanie kosztów?,"Sorry, I encountered an error while generating the response."
Ile łącznie miejsc parkingowych znajduje się w dyspozycji Wydziału MiNI i ile z nich zlokalizowanych jest w garażu podziemnym?,"Sorry, I encountered an error while generating the response."
Czego dotyczy efekt uczenia się o symbolu MAD1_W03 na studiach pierwszego stopnia na kierunku Matematyka i Analiza Danych?,"Sorry, I encountered an error while generating the response."
"Ile punktów ECTS student studiów pierwszego stopnia musi zdobyć, aby uzyskać rejestrację na trzeci rok studiów?","Sorry, I encountered an error while generating the response."
Jakie są konsekwencje stwierdzenia niesamodzielności pracy lub korzystania z niedozwolonych materiałów i urządzeń podczas sprawdzianu?,"Sorry, I encountered an error while generating the response."
Kiedy najpóźniej student powinien złożyć wniosek o przeniesienie na inny program studiów i czyjej zgody do tego potrzebuje?,"Sorry, I encountered an error while generating the response."
Który dokument związany z praktykami student musi dostarczyć koniecznie w formie papierowej?,"Sorry, I encountered an error while generating the response."
Jaki próg dochodowy netto na osobę w rodzinie uprawnia studenta do otrzymywania stypendium socjalnego od 1 października 2025 roku?,"Sorry, I encountered an error while generating the response."
"Na jakiej podstawie wystawiana jest ocena zaliczeniowa z przedmiotu ""Wnioskowanie rozmyte""?","Sorry, I encountered an error while generating the response."
"Jakie warunki należy spełnić, aby zaliczyć przedmiot ""Zaawansowane programowanie obiektowe i funkcyjne""?","Sorry, I encountered an error while generating the response."
Ile razy w trakcie jednego roku akademickiego student może otrzymać zapomogę i czy możliwe jest przyznanie jej dwukrotnie z tego samego powodu?,"Sorry, I encountered an error while generating the response."
Gdzie i przez jaki czas przechowywane są protokoły Komisji Programowej dotyczące praktyk studenckich?,"Sorry, I encountered an error while generating the response."
"Jakie elementy wpływają na ocenę końcową z przedmiotu ""Matematyka popularna""?","Sorry, I encountered an error while generating the response."
"Z jakich elementów i z jakimi wagami wyliczana jest ocena końcowa z przedmiotu ""Agent Systems and Applications""?","Sorry, I encountered an error while generating the response."
W jakim pokoju znajduje się gabinet Krzysztofa Baneckiego na Wydziale MiNI?,"Sorry, I encountered an error while generating the response."
Na ile dni przed terminem egzaminu dyplomowego promotor oraz recenzent powinni zamieścić swoje recenzje pracy w systemie APD?,"Sorry, I encountered an error while generating the response."
Co należy zrobić w przypadku zapomnienia lub zgubienia danych logowania do konta wydziałowego?,"Sorry, I encountered an error while generating the response."
"Jakie wsparcie finansowe otrzymuje student biorący udział w projekcie ""Szkoła Orłów na PW""?","Sorry, I encountered an error while generating the response."
W jakim terminie student może zgłosić do Dziekana odwołanie od decyzji Komisji Kwalifikacyjnej po pierwszej turze rekrutacji na wyjazdy z programu Erasmus+ na rok akademicki 2023/2024?,"Sorry, I encountered an error while generating the response."
Gdzie i w jakiej formie należy złożyć podanie o zmianę grupy studenckiej lub zajęciowej?,"Sorry, I encountered an error while generating the response."
"W jakiej formie odbywa się egzamin końcowy z przedmiotu ""Teoria gier"" i jaki warunek należy spełnić, aby móc do niego przystąpić?","Sorry, I encountered an error while generating the response."
"Kiedy, gdzie i z kim odbywają się zajęcia z przedmiotu ""Projekt interdyscyplinarny"" dla grupy 4 na 6 semestrze studiów pierwszego stopnia na kierunku Inżynieria i analiza danych?","Sorry, I encountered an error while generating the response."
Jakie formy sprawdzania wiedzy są stosowane do weryfikacji i oceny efektów uczenia się osiągniętych przez studenta w trakcie całego cyklu kształcenia?,"Sorry, I encountered an error while generating the response."
"Jakie dodatkowe wymaganie, oprócz odpowiedniej liczby punktów ECTS, musi spełnić student kierunku Inżynieria i Analiza Danych, aby uzyskać bezwarunkową rejestrację na 7 semestr?","Sorry, I encountered an error while generating the response."
Jaki dokument tożsamości powinien znajdować się na stole studenta podczas sprawdzianu lub egzaminu na Wydziale MiNI?,"Sorry, I encountered an error while generating the response."
Który dokument dotyczący odbywania praktyk studenckich na Wydziale MiNI należy obowiązkowo dostarczyć w formie papierowej?,"Sorry, I encountered an error while generating the response."
"Z jakich części składa się ocena projektu na przedmiocie ""Tworzenie aplikacji webowych z wykorzystaniem .NET Framework""?","Sorry, I encountered an error while generating the response."
"Z jakich elementów i w jakich proporcjach wyliczana jest punktacja z przedmiotu ""Informatyka obrazów""?","Sorry, I encountered an error while generating the response."
Kiedy wypłacane są stypendia studenckie na Politechnice Warszawskiej?,"Sorry, I encountered an error while generating the response."
"W jaki sposób wystawiana jest ocena sumatywna z przedmiotu ""Systemy wspomagania decyzji"" i ile punktów jest wymaganych do jego zaliczenia?","Sorry, I encountered an error while generating the response."
Jaka jest wysokość stypendium rektora oraz stypendium dla tegorocznych maturzystów na Wydziale MiNI?,"Sorry, I encountered an error while generating the response."
"Z jakich elementów składa się ocena końcowa z przedmiotu ""Przetwarzanie danych w systemie SAS"" i ile maksymalnie punktów można uzyskać za projekt zespołowy?","Sorry, I encountered an error while generating the response."
W jakie dni i w jakich godzinach studenci mogą załatwiać sprawy w dziekanacie wydziału?,"Sorry, I encountered an error while generating the response."
Kto na Wydziale MiNI przechowuje wypełnione przez pracodawców ankiety oraz oryginalne sprawozdania dotyczące praktyk studenckich?,"Sorry, I encountered an error while generating the response."
"Na jakiej podstawie wystawiana jest ocena z przedmiotu ""Matematyka popularna"" i ile maksymalnie punktów można zdobyć za poszczególne elementy?","Sorry, I encountered an error while generating the response."
Na jaki okres przyznawane są studentom serwery wirtualne na Wydziale MiNI i czy można ten czas przedłużyć?,"Sorry, I encountered an error while generating the response."
W jakiej formie należy złożyć podanie o przesunięcie terminu złożenia pracy dyplomowej o 3 miesiące?,"Sorry, I encountered an error while generating the response."
"Jakie wsparcie finansowe otrzymują studenci uczestniczący w projekcie ""Szkoła Orłów na PW""?","Sorry, I encountered an error while generating the response."
"Ile punktów ECTS może uzyskać student za zaliczenie przedmiotu ""Siła nauki - granice poznania""?","Sorry, I encountered an error while generating the response."
"Ile punktów ECTS musi zdobyć student studiów stacjonarnych pierwszego stopnia, aby uzyskać rejestrację na drugi semestr?","Sorry, I encountered an error while generating the response."
Jaki dokument tożsamości powinien leżeć na stole studenta podczas trwania sprawdzianu lub egzaminu na Wydziale MiNI?,"Sorry, I encountered an error while generating the response."
Czy obecność studenta na wykładach odbywających się na Politechnice Warszawskiej jest obowiązkowa?,"Sorry, I encountered an error while generating the response."
W jakich dniach i w jakich godzinach będą przyjmowane dokumenty od kandydatów zakwalifikowanych na studia pierwszego stopnia w lipcu 2025 roku?,"Sorry, I encountered an error while generating the response."
"Kto prowadzi laboratoria z przedmiotu ""Składowanie danych w systemach Big Data"" dla grupy 5 na 7 semestrze kierunku Inżynieria i analiza danych i w jakiej sali się one odbywają?","Sorry, I encountered an error while generating the response."
"Jakie zadania muszą wykonać studenci w ramach projektu z przedmiotu ""Procesory graficzne w zastosowaniach obliczeniowych"" i na jakim sprzęcie jest on przeprowadzany?","Sorry, I encountered an error while generating the response."
Czy parkowanie na miejscach będących w dyspozycji Wydziału MiNI jest płatne i ile wynosi łączna liczba takich miejsc?,"Sorry, I encountered an error while generating the response."
Jaki próg dochodowy na osobę w rodzinie uprawnia studenta do otrzymania stypendium socjalnego od 1 października 2025 roku?,"Sorry, I encountered an error while generating the response."
W jakich godzinach oraz w której sali dostępna jest dla studentów obsługa Laboratorium Informatyki na Wydziale MiNI?,"Sorry, I encountered an error while generating the response."
Na jakim poziomie znajomości języka obcego absolwent powinien potrafić przedstawić wyniki badań w formie referatu (zgodnie z efektem M2_U09)?,"Sorry, I encountered an error while generating the response."
"Ile godzin w tygodniu trwają wykłady, a ile ćwiczenia z przedmiotu ""Algebra liniowa z geometrią 1"" na pierwszym semestrze studiów I stopnia na kierunku Matematyka i Analiza Danych?","Sorry, I encountered an error while generating the response."
Na ile dni przed egzaminem dyplomowym promotor i recenzent mają obowiązek zamieścić recenzję w systemie APD?,"Sorry, I encountered an error while generating the response."
Ile czasu zazwyczaj trzeba czekać na wydanie duplikatu elektronicznej legitymacji studenckiej (ELS)?,"Sorry, I encountered an error while generating the response."
W którym pokoju Gmachu MiNI znajduje się gabinet Krzysztofa Baneckiego i na jaki adres e-mail można się z nim kontaktować?,"Sorry, I encountered an error while generating the response."
Czy wszystkie dokumenty związane z organizacją praktyk studenckich można przesłać do dziekanatu w formie skanu?,"Sorry, I encountered an error while generating the response."
Jaka jest wysokość stypendium rektora dla tegorocznych maturzystów?,"Sorry, I encountered an error while generating the response."
W jaki sposób należy składać podanie o urlop zdrowotny?,"Sorry, I encountered an error while generating the response."
Do jakiego wieku uczestnicy mogą brać udział w zajęciach organizowanych w ramach Młodzieżowej Akademii Matematyki i Informatyki?,"Sorry, I encountered an error while generating the response."
"Jakie wsparcie finansowe otrzymuje student zakwalifikowany do projektu ""Szkoła Orłów na PW""?","Sorry, I encountered an error while generating the response."
"Jakie przedmioty stanowią wymagania wstępne do realizacji przedmiotu ""Teoria gier""?","Sorry, I encountered an error while generating the response."
"Ile minimalnie punktów ECTS musi uzyskać student studiów pierwszego stopnia, aby otrzymać rejestrację na trzeci semestr?","Sorry, I encountered an error while generating the response."
"W jakiej sali i z kim odbywają się ćwiczenia z przedmiotu ""Algebra liniowa z geometrią"" dla grupy 1 na pierwszym semestrze kierunku Inżynieria i analiza danych?","Sorry, I encountered an error while generating the response."
Jakie dokumenty potwierdzające tożsamość powinny znajdować się na stole studenta w trakcie trwania sprawdzianu lub egzaminu na Wydziale MiNI?,"Sorry, I encountered an error while generating the response."
"Jakie dokumenty należy dostarczyć, aby zaliczyć praktyki studenckie odbywane na podstawie umowy o pracę?","Sorry, I encountered an error while generating the response."
Przez jaki czas i gdzie przechowywane są protokoły Komisji Programowej danego kierunku studiów dotyczące praktyk studenckich?,"Sorry, I encountered an error while generating the response."
"Jaka minimalna liczba punktów jest wymagana, aby zaliczyć przedmiot ""Systemy wspomagania decyzji""?","Sorry, I encountered an error while generating the response."
"Ile wynosi łączna liczba miejsc parkingowych będących w dyspozycji Wydziału MiNI, z uwzględnieniem tych zlokalizowanych w garażu podziemnym?","Sorry, I encountered an error while generating the response."
"Jakie są kryteria oceniania i wagi poszczególnych elementów na przedmiocie ""Agent Systems and Applications""?","Sorry, I encountered an error while generating the response."
Gdzie i w jakich godzinach przyjmowane są dokumenty od kandydatów zakwalifikowanych na studia I stopnia?,"Sorry, I encountered an error while generating the response."
"W jaki sposób oceniani są studenci na przedmiocie ""Matematyka popularna""?","Sorry, I encountered an error while generating the response."
W jakim pokoju znajduje się gabinet Krzysztofa Baneckiego?,"Sorry, I encountered an error while generating the response."
Czego dotyczy efekt uczenia się o symbolu MAD1_W01?,"Sorry, I encountered an error while generating the response."
"Jak zbudowana jest ocena końcowa na przedmiocie ""Zaawansowane programowanie obiektowe i funkcyjne""?","Sorry, I encountered an error while generating the response."
W jakiej formie i gdzie należy złożyć podanie o zmianę grupy studenckiej lub zajęciowej?,"Sorry, I encountered an error while generating the response."
Jaka jest wysokość stypendium rektora w roku akademickim 2025/2026?,"Sorry, I encountered an error while generating the response."
"Jakie są zasady zaliczania przedmiotu ""Wnioskowanie rozmyte"" i ile punktów można zdobyć za poszczególne elementy?","Sorry, I encountered an error while generating the response."
"Kiedy i w jakiej sali odbywa się seminarium badawcze z obszaru ""Kombinatoryka, teoria grafów i zbiorów uporządkowanych""?","Sorry, I encountered an error while generating the response."
"Ile minimalnie punktów ECTS musi uzyskać student studiów stacjonarnych pierwszego stopnia, aby otrzymać rejestrację na trzeci semestr?","Sorry, I encountered an error while generating the response."
"Ile godzin wykładów i laboratoriów zaplanowano dla przedmiotu ""Linux w systemach wbudowanych""?","Sorry, I encountered an error while generating the response."
Kto dokonuje rozstrzygnięcia w sprawach spornych dotyczących usprawiedliwienia nieobecności studenta na zajęciach?,"Sorry, I encountered an error while generating the response."
Jakie są konsekwencje stwierdzenia niesamodzielności pracy studenta lub korzystania z niedozwolonych materiałów podczas sprawdzianu?,"Sorry, I encountered an error while generating the response."
"Za co i ile maksymalnie punktów można zdobyć w ramach oceny końcowej na przedmiocie ""Przetwarzanie danych w systemie SAS""?","Sorry, I encountered an error while generating the response."
Co należy zrobić z wypełnionym i podpisanym skierowaniem na praktykę studencką?,"Sorry, I encountered an error while generating the response."
"Kiedy i gdzie odbywają się zajęcia z przedmiotu ""Projekt interdyscyplinarny"" dla grupy 4 na 6 semestrze kierunku Inżynieria i analiza danych?","Sorry, I encountered an error while generating the response."
"Jakie przedmioty są wymagane i zalecane przed przystąpieniem do kursu ""Web Application Programming""?","Sorry, I encountered an error while generating the response."
Ile miejsc parkingowych znajduje się w dyspozycji Wydziału MiNI i ile z nich mieści się w garażu podziemnym?,"Sorry, I encountered an error while generating the response."
Ile razy w roku akademickim student może otrzymać zapomogę z tytułu przejściowo trudnej sytuacji życiowej?,"Sorry, I encountered an error while generating the response."
"Ile zadań programistycznych muszą wykonać studenci w ramach projektu na przedmiocie ""Procesory graficzne w zastosowaniach obliczeniowych"" i jakiej technologii one dotyczą?","Sorry, I encountered an error while generating the response."
"Z czego składa się ocena końcowa na przedmiocie ""Matematyka popularna"" i ile punktów można uzyskać za poszczególne elementy?","Sorry, I encountered an error while generating the response."
"Jakie przedmioty stanowią wymagania wstępne do kursu ""Teoria gier""?","Sorry, I encountered an error while generating the response."
Gdzie znajduje się pokój dr. Krzysztofa Baneckiego?,"Sorry, I encountered an error while generating the response."
W jaki sposób oceniane i weryfikowane są efekty uczenia się osiągnięte przez studenta w trakcie cyklu kształcenia?,"Sorry, I encountered an error while generating the response."
W jaki sposób należy złożyć podanie o urlop zdrowotny lub okolicznościowy?,"Sorry, I encountered an error while generating the response."
"Z jakich części składa się egzamin pisemny z przedmiotu ""Analiza i przetwarzanie dźwięku"" i w jakich proporcjach są one punktowane?","Sorry, I encountered an error while generating the response."
"Z kim i w jakiej sali grupa 2 ma ćwiczenia z przedmiotu ""Wprowadzenie do zarządzania finansami"" na 7 semestrze kierunku Inżynieria i analiza danych?","Sorry, I encountered an error while generating the response."
O co może ubiegać się student odbywający praktykę poza swoim stałym miejscem zamieszkania i siedzibą uczelni?,"Sorry, I encountered an error while generating the response."
"Ile punktów ECTS musi uzyskać student studiów pierwszego stopnia, aby uzyskać rejestrację na 3 semestr?","Sorry, I encountered an error while generating the response."
Jakie domyślne zasoby sprzętowe są przydzielane studentom w ramach usługi serwera wirtualnego?,"Sorry, I encountered an error while generating the response."
Jakie są zalecane wytyczne dotyczące kroju i rozmiaru pisma dla tytułów głównych rozdziałów w pracy dyplomowej?,"Sorry, I encountered an error while generating the response."
"Co powinien zrobić student z wyłączonym urządzeniem elektronicznym podczas sprawdzianu lub egzaminu, jeśli nie posiada przy sobie torby?","Sorry, I encountered an error while generating the response."
"Jakie warunki musi spełnić student studiów pierwszego stopnia, aby móc ubiegać się o realizację indywidualnego planu studiów?","Sorry, I encountered an error while generating the response."
W jakiej skali przedstawiciel podmiotu zewnętrznego (pracodawca) ocenia efekty uczenia się studenta w sprawozdaniu z przebiegu praktyk?,"Sorry, I encountered an error while generating the response."
"W jaki sposób należy złożyć wniosek o stypendium socjalne, stypendium rektora lub zapomogę?","Sorry, I encountered an error while generating the response."
