pytanie,odpowiedz_wygenerowana
"W jakiej formie odbywa się egzamin końcowy z przedmiotu ""Teoria gier"" i co jest warunkiem dopuszczenia do niego?",Egzamin końcowy z przedmiotu Teoria gier odbywa się w formie pisemnej. Warunkiem dopuszczenia do tego egzaminu jest uprzednie uzyskanie pozytywnej oceny z ćwiczeń.
"Ile punktów i za co można maksymalnie zdobyć w ramach przedmiotu ""Informatyka obrazów""?","W ramach przedmiotu można maksymalnie zdobyć 100 punktów. Nie mam informacji w dostępnych zasobach na temat tego, za co dokładnie są one przyznawane."
Czy student odbywający praktykę studencką poza stałym miejscem zamieszkania i siedzibą uczelni może liczyć na wsparcie finansowe ze strony uczelni?,"Tak, student odbywający praktykę poza stałym miejscem zamieszkania i siedzibą uczelni może ubiegać się o dofinansowanie poniesionych i należycie udokumentowanych kosztów zakwaterowania oraz dojazdów."
Na ile dni przed terminem egzaminu dyplomowego promotor oraz recenzent muszą zamieścić recenzje pracy w systemie APD?,Promotor oraz recenzent są zobowiązani do zamieszczenia recenzji pracy dyplomowej w systemie APD co najmniej 3 dni przed wyznaczonym terminem egzaminu dyplomowego.
W jakich dniach i godzinach otwarty jest dziekanat Wydziału MiNI?,"Dziekanat Wydziału Matematyki i Nauk Informacyjnych jest otwarty w poniedziałki, wtorki, czwartki oraz piątki w godzinach od 11:00 do 14:00. W środy dziekanat jest nieczynny."
Ile łącznie miejsc parkingowych pozostaje w dyspozycji Wydziału MiNI i ile z nich zlokalizowanych jest w garażu podziemnym?,W dyspozycji Wydziału Matematyki i Nauk Informacyjnych pozostaje łącznie 57 miejsc parkingowych. W garażu podziemnym zlokalizowanych jest 50 z tych miejsc.
"Ile minimum punktów ECTS muszę uzyskać, aby zostać zarejestrowanym na semestr 3 na studiach pierwszego stopnia?","Aby zostać zarejestrowanym na semestr trzeci na studiach pierwszego stopnia, należy uzyskać co najmniej 40 punktów ECTS."
"Z jakich elementów składa się ocena końcowa z przedmiotu ""Programowanie układów FPGA"" i jakie są warunki jego zaliczenia?",Ocena końcowa z przedmiotu Programowanie układów FPGA składa się z kolokwium o wadze 50 procent oraz projektu o wadze 50 procent. Warunkiem zaliczenia przedmiotu jest zaliczenie projektu oraz zdanie egzaminu końcowego.
W jakiej formie i przez jaki system student powinien złożyć podanie o urlop zdrowotny?,Student powinien złożyć podanie o urlop zdrowotny w formie elektronicznej za pośrednictwem systemu USOSweb.
Jakie funkcje wydziałowe pełni mgr Magdalena Bogucka i w którym pokoju się znajduje?,"Mgr Magdalena Bogucka pełni na Wydziale Matematyki i Nauk Informacyjnych PW funkcje kierownika Działu Administracji Wydziału, kierownika Sekretariatu Wydziału, pełnomocnika Dziekana ds. Bezpieczeństwa i Higieny Pracy (BHP) oraz pełnomocnika Dziekana ds. POL-on. Ponadto jest członkiem Rady Wydziału jako przedstawiciel pozostałych pracowników, a także członkiem Uczelnianego Forum Dziekanatów Politechniki Warszawskiej. Mgr Magdalena Bogucka pracuje w pokoju 17 w Gmachu MiNI na Kampusie Gł"
Z kim i pod jakim adresem e-mail mogę się skontaktować w sprawie wyjazdów w ramach programu Erasmus+ na Wydziale MiNI?,W sprawie wyjazdów w ramach programu Erasmus+ na Wydziale Matematyki i Nauk Informacyjnych mogą Państwo skontaktować się z dr inż. Magdaleną Jasionowską-Skop pod adresem e-mail erasmus.mini@pw.edu.pl.
"Jakie konsekwencje ponosi student, u którego podczas sprawdzianu zostanie stwierdzona niesamodzielność pracy lub korzystanie z niedozwolonych urządzeń?","Zgodnie z § 19 punkt 4 Regulaminu studiów w Politechnice Warszawskiej, jeżeli podczas weryfikacji osiągnięcia efektów uczenia się zostanie stwierdzona niesamodzielność pracy studenta lub korzystanie przez niego z materiałów lub urządzeń innych niż dozwolone w regulaminie przedmiotu, student uzyskuje ocenę niedostateczną. Dodatkowo student traci prawo do zaliczenia przedmiotu w jego bieżącej realizacji."
Ile wynosi wysokość stypendium rektora oraz stypendium dla tegorocznych maturzystów?,Wysokość stypendium rektora oraz stypendium dla tegorocznych maturzystów wynosi 635 zł.
Ile razy w ciągu całego toku studiów student może powtarzać rok akademicki?,"W ciągu całego toku studiów student może powtarzać rok akademicki tylko jeden raz. Zgodnie z obowiązującymi zasadami, w wyniku powtarzania można przedłużyć studia maksymalnie o rok i wyłącznie raz w ciągu realizacji danego programu studiów."
Czy obecność studenta na wszystkich typach zajęć jest obowiązkowa i kto rozstrzyga spory związane z usprawiedliwianiem nieobecności?,"Obecność studenta na zajęciach, z wyjątkiem wykładów, jest obowiązkowa. Obecność na wykładach nie jest obowiązkowa, chociaż jest wskazana. W sprawach spornych rozstrzygnięcia w kwestii usprawiedliwienia nieobecności studenta na zajęciach dokonuje dziekan."
W którym pokoju znajduje się gabinet Krzysztofa Baneckiego i jaki jest jego adres e-mail?,Gabinet Krzysztofa Baneckiego znajduje się w pokoju 422 w Gmachu Wydziału Matematyki i Nauk Informacyjnych na Kampusie Głównym Politechniki Warszawskiej. Adres e-mail pracownika to krzysztof.banecki@pw.edu.pl.
"Jakie są kryteria oceniania i ile punktów można maksymalnie uzyskać na zajęciach z przedmiotu ""Matematyka popularna""?","Kryteria oceniania dla przedmiotu Matematyka popularna obejmują ocenę prezentacji, jej poprawności merytorycznej oraz sposobu przedstawienia, za co można uzyskać maksymalnie 30 punktów, a także ocenę aktywności uczestnika w czasie wystąpień innych studentów, za którą można otrzymać maksymalnie 20 punktów. O ocenie końcowej decyduje suma zdobytych punktów. Ocena z przedmiotu określona jest według następujących zasad: uzyskanie od 22 do 24 punktów odpowiada ocenie 3.0, od 25 do 28 punktów to ocena 3.5, od 29 do 3"
"Z jakich elementów składa się ocena z przedmiotu ""Wnioskowanie rozmyte"" i od ilu punktów można otrzymać ocenę 3.0?","obach."" is a valid fallback if a specific detail is missing. But let's look closely.
        *   Is there any connection? ""Formy zajęć dla przedmiotu Wnioskowanie rozmyte obejmują wykład, ćwiczenia oraz projekt.""
        *   If the context doesn't specify the exact components of the *grade* (only the forms of classes"
Gdzie znajduje się obsługa laboratorium Informatyki wydziału MiNI i w jakich godzinach jest dostępna dla studentów?,"Obsługa Laboratorium Informatyki Wydziału Matematyki i Nauk Informacyjnych znajduje się na trzecim piętrze w sali 323. Odnośnie godzin, w których jest ona dostępna dla studentów, nie mam tej informacji w dostępnych zasobach."
Ile razy w roku akademickim student może otrzymać zapomogę i w jakim czasie od zdarzenia powinien złożyć odpowiedni wniosek?,"Student może otrzymać zapomogę nie częściej niż dwa razy w roku akademickim. Wniosek o zapomogę należy złożyć niezwłocznie, w dowolnym momencie roku akademickiego."
Jakie konkretne umiejętności matematyczne posiada absolwent po uzyskaniu efektu uczenia się o symbolu MAD1_U08?,Nie mam tej informacji w dostępnych zasobach.
"Jakie wsparcie finansowe przewidziano dla studentów biorących udział w projekcie ""Szkoła Orłów na PW""?","Dla studentów biorących udział w projekcie „Szkoła Orłów na PW” przewidziano wsparcie stypendialne w wysokości 1370,70 zł miesięcznie."
Jakie są wymogi edytorskie dotyczące numeracji stron w pracy dyplomowej na Wydziale MiNI?,Nie mam tej informacji w dostępnych zasobach.
Ile wynosi czas oczekiwania na wydanie duplikatu elektronicznej legitymacji studenckiej (ELS) na Wydziale MiNI?,Czas oczekiwania na wydanie duplikatu elektronicznej legitymacji studenckiej wynosi od 7 do 10 dni roboczych.
"Ile punktów i za jakie aktywności można zdobyć podczas zaliczania przedmiotu ""Przetwarzanie danych w systemie SAS""?",Nie mam tej informacji w dostępnych zasobach.
Kto może ubiegać się o kartę parkingową uprawniającą do korzystania z miejsc w dyspozycji Wydziału MiNI i ile wynosi łączna liczba tych miejsc?,"Osobami uprawnionymi do ubiegania się o karty parkingowe są pracownicy, doktoranci oraz studenci Wydziału Matematyki i Nauk Informacyjnych. Łączna liczba miejsc parkingowych pozostających w dyspozycji Wydziału wynosi 57."
"Kto prowadzi wykład z przedmiotu ""Matematyka dyskretna i elementy probabilistyki"" dla studentów drugiego semestru Inżynierii i analizy danych i o której godzinie się on rozpoczyna?",Wykład z przedmiotu Matematyka dyskretna i elementy probabilistyki dla studentów drugiego semestru kierunku Inżynieria i Analiza Danych jest prowadzony przez Zbigniewa Lonc. Zajęcia te rozpoczynają się o godzinie 8:15 i odbywają się we wtorki oraz w piątki.
W jaki sposób student powinien złożyć podanie o przesunięcie terminu złożenia pracy dyplomowej o 3 miesiące?,"Student powinien złożyć podanie o przesunięcie terminu złożenia pracy dyplomowej drogą elektroniczną w systemie USOSweb. Wniosek ten należy złożyć w zakładce: Dla studentów -> Podania ePW. Warunkiem ubiegania się o przesunięcie terminu o maksymalnie 3 miesiące jest zaliczenie wszystkich przedmiotów z programu studiów, a samo podanie musi zostać złożone najpóźniej do końca zimowej lub jesiennej sesji egzaminacyjnej."
Jaką wiedzę programistyczną zdobywa absolwent osiągający efekt uczenia się o symbolu M1_W21?,"Absolwent osiągający efekt uczenia się o symbolu M1_W21 zdobywa wiedzę w zakresie podstaw programowania, w tym programowania deklaratywnego i obiektowego. Ponadto zna on podstawowe konstrukcje programistyczne oraz typy danych."
Czy student odbywający praktykę poza stałym miejscem zamieszkania i siedzibą uczelni może ubiegać się o wsparcie finansowe?,"Tak, student odbywający praktykę poza stałym miejscem zamieszkania i siedzibą uczelni może ubiegać się o dofinansowanie poniesionych i należycie udokumentowanych kosztów zakwaterowania oraz dojazdów."
Z kim należy się kontaktować na Wydziale MiNI w sprawach wyjazdów w ramach programu Erasmus+ i jaki jest adres e-mail?,W sprawach wyjazdów w ramach programu Erasmus+ na Wydziale Matematyki i Nauk Informacyjnych należy kontaktować się z dr inż. Magdaleną Jasionowską-Skop lub dr Pawłem Wójcickim. Adres e-mail do kontaktu to erasmus.mini@pw.edu.pl.
Gdzie należy odłożyć torbę oraz wyłączone urządzenia elektroniczne na czas trwania sprawdzianu lub egzaminu?,"Wyłączone urządzenia elektroniczne, które nie są niezbędne do przeprowadzenia sprawdzianu lub egzaminu, należy umieścić w torbach. Torby te powinny zostać odłożone pod ścianą sali, z dala od studentów. Jeśli student nie posiada torby, powinien wyłączyć biurko prowadzącego."
"Ile minimalnie punktów ECTS należy uzyskać, aby zarejestrować się na trzeci semestr na studiach pierwszego stopnia?","Aby zarejestrować się na trzeci semestr na studiach pierwszego stopnia, należy uzyskać co najmniej 40 punktów ECTS. W przypadku rejestracji po jesiennej sesji egzaminacyjnej we wrześniu wymagane jest uzyskanie co najmniej 40 punktów ECTS z 60 możliwych do zdobycia na pierwszym roku studiów."
"Jakie przedmioty poprzedzające są wymagane przed przystąpieniem do przedmiotu ""Procesory graficzne w zastosowaniach obliczeniowych""?","Wymaganiami wstępnymi przed przystąpieniem do przedmiotu Procesory graficzne w zastosowaniach obliczeniowych są programowanie w języku C/C++, algorytmy i struktury danych, metody numeryczne oraz zasady programowania równoległego."
Gdzie znajduje się pokój Krzysztofa Baneckiego na Wydziale MiNI i pod jakim adresem e-mail można się z nim skontaktować?,Pokój Krzysztofa Baneckiego znajduje się pod numerem 422 w Gmachu Wydziału Matematyki i Nauk Informacyjnych na Kampusie Głównym Politechniki Warszawskiej. Kontakt mailowy z panem Krzysztofem Baneckim jest możliwy pod adresem krzysztof.banecki@pw.edu.pl.
W jakiej wysokości wypłacane jest stypendium rektora w roku akademickim 2025/2026 i w jaki sposób należy złożyć wniosek o jego przyznanie?,"Nie mam informacji o wysokości stypendium rektora w roku akademickim 2025/2026, ponieważ nie mam tej informacji w dostępnych zasobach. Wniosek o przyznanie stypendium rektora należy złożyć drogą elektroniczną za pośrednictwem systemu USOSweb w czasie trwania akcji stypendialnej."
"Za co i w jakiej maksymalnej liczbie student może otrzymać punkty podczas zaliczania przedmiotu ""Matematyka popularna""?","Podczas zaliczania przedmiotu Matematyka popularna student może otrzymać punkty za aktywność w czasie wystąpień innych uczestników, za co można uzyskać maksymalnie 20 punktów. Kolejnym elementem podlegającym ocenie jest prezentacja, jej poprawność merytoryczna oraz sposób przedstawienia, za co student może otrzymać maksymalnie 30 punktów. Maksymalna liczba punktów, jaką student może zdobyć za cały przedmiot, wynosi 100 punktów."
Ile razy w trakcie roku akademickiego student może otrzymać zapomogę z tytułu trudnej sytuacji życiowej?,"Student może otrzymać zapomogę z tytułu trudnej sytuacji życiowej nie częściej niż dwa razy w roku akademickim. Dodatkowo, student nie może otrzymać tego świadczenia dwukrotnie z powodu tego samego zdarzenia."
"W jakiej formie odbywa się egzamin końcowy z przedmiotu ""Teoria gier"" i w jaki sposób obliczana jest ocena ostateczna?","Nie mam informacji o dokładnej formie, w jakiej odbywa się egzamin końcowy z przedmiotu Teoria Gier, w dostępnych zasobach. Ocena ostateczna z tego przedmiotu obliczana jest jako średnia arytmetyczna ocen z ćwiczeń i egzaminu końcowego. Do egzaminu końcowego można przystąpić tylko po uprzednim uzyskaniu pozytywnej oceny z ćwiczeń."
"Ile punktów należy zdobyć, aby zaliczyć przedmiot ""Algorytmiczne zastosowania łańcuchów Markowa"" i z jakich aktywności się one składają?","Do zaliczenia przedmiotu Algorytmiczne zastosowania łańcuchów Markowa liczy się suma punktów z obu kolokwiów oraz z aktywności. W kwestii dokładnej liczby punktów, którą należy zdobyć, aby uzyskać zaliczenie, nie mam tej informacji w dostępnych zasobach."
Kto na Wydziale MiNI pełni funkcję Pełnomocnika Dziekana ds. Osób z Niepełnosprawnościami?,Funkcję Pełnomocnika Dziekana do spraw Osób z Niepełnosprawnościami na Wydziale Matematyki i Nauk Informacyjnych pełni mgr Ewelina Szczęsna.
W jakich godzinach i w jakiej sali dostępna jest obsługa laboratorium Informatyki na Wydziale MiNI?,"Nie posiadam szczegółowych informacji dotyczących godzin pracy oraz numeru sali, w której dostępna jest obsługa laboratorium Informatyki na Wydziale Matematyki i Nauk Informacyjnych, w dostępnych zasobach."
Ile dni przed egzaminem dyplomowym promotor i recenzent muszą zamieścić swoje recenzje pracy w systemie APD?,Promotor oraz recenzent są zobowiązani do zamieszczenia recenzji pracy dyplomowej w systemie APD co najmniej 3 dni przed wyznaczonym terminem egzaminu dyplomowego.
"Z kim i w jakiej sali odbywają się zajęcia laboratoryjne z przedmiotu ""Podstawy systemu UNIX"" dla grupy 6 na pierwszym semestrze kierunku Informatyka i Systemy Informacyjne?",Zajęcia laboratoryjne z przedmiotu Podstawy systemu UNIX dla grupy 6 na pierwszym semestrze kierunku Informatyka i Systemy Informacyjne są prowadzone przez Elenę Konecką i odbywają się w sali 202 (LAB) w budynku MiNI.
"Jakie wsparcie finansowe przewidziano dla studentów uczestniczących w projekcie ""Szkoła Orłów na PW""?","Dla studentów uczestniczących w projekcie Szkoła Orłów na PW przewidziano wsparcie finansowe w postaci stypendium w wysokości 1370,70 zł miesięcznie."
"Jakie przedmioty poprzedzające są wymagane do podjęcia przedmiotu ""Programming Multilayered and Mobile Apps Based on React""?","Przedmiotami poprzedzającymi, których zaliczenie jest wymagane przed przystąpieniem do przedmiotu Programming Multilayered and Mobile Apps Based on React, są Programowanie Równoległe i Rozproszone, Metody Numeryczne oraz Programowanie C, C++."
W jakiej formie i za pośrednictwem jakiego systemu student powinien złożyć podanie o urlop zdrowotny lub o zmianę grupy zajęciowej?,Student powinien złożyć podanie o urlop zdrowotny oraz podanie o zmianę grupy zajęciowej w formie elektronicznej za pośrednictwem systemu USOSweb. Oba te wnioski są udostępnione i obsługiwane bezpośrednio w tym serwisie.
Czy student odbywający praktyki poza stałym miejscem zamieszkania i siedzibą uczelni może ubiegać się o dofinansowanie kosztów?,"Tak, student odbywający praktykę poza stałym miejscem zamieszkania i siedzibą uczelni może ubiegać się o dofinansowanie poniesionych i należycie udokumentowanych kosztów zakwaterowania oraz dojazdów. Dofinansowanie to nie przysługuje jednak studentowi, który uzyskał zaliczenie praktyk na podstawie paragrafu siódmego."
Ile łącznie miejsc parkingowych znajduje się w dyspozycji Wydziału MiNI i ile z nich zlokalizowanych jest w garażu podziemnym?,Łączna liczba miejsc parkingowych będących w dyspozycji Wydziału Matematyki i Nauk Informacyjnych wynosi 57. W tym 50 miejsc parkingowych zlokalizowanych jest w garażu podziemnym znajdującym się w podziemiach gmachu Wydziału.
Czego dotyczy efekt uczenia się o symbolu MAD1_W03 na studiach pierwszego stopnia na kierunku Matematyka i Analiza Danych?,"nych zasobach nie ma szczegółowych informacji określających, czego dokładnie dotyczy efekt uczenia się o symbolu MAD1_W03 na studiach pierwszego stopnia na kierunku Matematyka i Analiza Danych. Pełna lista kierunkowych efektów uczenia się dla tego kierunku jest dostępna w formacie PDF na stronie internetowej Wydziału Matematyki"
"Ile punktów ECTS student studiów pierwszego stopnia musi zdobyć, aby uzyskać rejestrację na trzeci rok studiów?","Aby uzyskać rejestrację na trzeci rok studiów pierwszego stopnia, student musi zdobyć co najmniej 105 punktów ECTS."
Jakie są konsekwencje stwierdzenia niesamodzielności pracy lub korzystania z niedozwolonych materiałów i urządzeń podczas sprawdzianu?,"Zgodnie z § 19 punkt 4 Regulaminu studiów w Politechnice Warszawskiej, jeżeli podczas weryfikacji osiągnięcia efektów uczenia się zostanie stwierdzona niesamodzielność pracy studenta lub korzystanie przez niego z materiałów lub urządzeń innych niż dozwolone w regulaminie przedmiotu, student uzyskuje ocenę niedostateczną. Dodatkowo, w przypadku stwierdzenia niesamodzielności pracy, student traci prawo do zaliczenia przedmiotu w jego bieżącej realizacji."
Kiedy najpóźniej student powinien złożyć wniosek o przeniesienie na inny program studiów i czyjej zgody do tego potrzebuje?,"Wniosek o przeniesienie na inny program studiów powinien być złożony nie później niż 3 tygodnie przed rozpoczęciem semestru, przy czym w określonych przypadkach termin ten wynosi nie później niż 1 miesiąc przed rozpoczęciem semestru, w którym student ma zostać przyjęty na studia. Do przeniesienia wymagana jest zgoda dziekana wydziału przyjmującego oraz dziekana wydziału macierzystego."
Który dokument związany z praktykami student musi dostarczyć koniecznie w formie papierowej?,"W dostępnych zasobach nie ma informacji o tym, który konkretnie dokument związany z praktykami studenckimi musi zostać dostarczony obowiązkowo w formie papierowej. W celu uzyskania wiarygodnych informacji na ten temat należy skontaktować się z Pełnomocnikiem Dziekana ds. Praktyk Studenckich pod adresem e-mail praktyki."
Jaki próg dochodowy netto na osobę w rodzinie uprawnia studenta do otrzymywania stypendium socjalnego od 1 października 2025 roku?,"Od 1 października 2025 roku próg dochodowy netto na osobę w rodzinie uprawniający studenta do otrzymywania stypendium socjalnego wynosi 1908,90 zł."
"Na jakiej podstawie wystawiana jest ocena zaliczeniowa z przedmiotu ""Wnioskowanie rozmyte""?","Nie mam tej informacji w dostępnych zasobach. Dostępne materiały wskazują jedynie, że w ramach zajęć projektowych studenci samodzielnie opracowują wybrane zagadnienie w formie pisemnego referatu oraz przedstawiają je w formie prezentacji, jednak nie określają one dokładnych zasad wystawiania oceny zaliczeniowej z całego przedmiotu."
"Jakie warunki należy spełnić, aby zaliczyć przedmiot ""Zaawansowane programowanie obiektowe i funkcyjne""?",Nie mam tej informacji w dostępnych zasobach.
Ile razy w trakcie jednego roku akademickiego student może otrzymać zapomogę i czy możliwe jest przyznanie jej dwukrotnie z tego samego powodu?,W trakcie jednego roku akademickiego student może otrzymać zapomogę nie częściej niż dwa razy. Nie jest możliwe przyznanie tego świadczenia dwukrotnie z tytułu tego samego zdarzenia.
Gdzie i przez jaki czas przechowywane są protokoły Komisji Programowej dotyczące praktyk studenckich?,Protokoły Komisji Programowej danego kierunku studiów są przechowywane w Dziekanacie przez okres ustalony w Instrukcji Kancelaryjnej Politechniki Warszawskiej.
"Jakie elementy wpływają na ocenę końcową z przedmiotu ""Matematyka popularna""?","Na ocenę końcową z przedmiotu Matematyka popularna wpływa suma punktów uzyskanych z poszczególnych składowych. Do elementów tych należą ocena prezentacji, w tym jej poprawność merytoryczna oraz sposób przedstawienia, za co można otrzymać maksymalnie 30 punktów, a także ocena aktywności uczestnika w czasie wystą"
"Z jakich elementów i z jakimi wagami wyliczana jest ocena końcowa z przedmiotu ""Agent Systems and Applications""?",Nie mam tej informacji w dostępnych zasobach.
W jakim pokoju znajduje się gabinet Krzysztofa Baneckiego na Wydziale MiNI?,Gabinet Krzysztofa Baneckiego znajduje się w pokoju 422 w Gmachu MiNI na Kampusie Głównym Politechniki Warszawskiej.
Na ile dni przed terminem egzaminu dyplomowego promotor oraz recenzent powinni zamieścić swoje recenzje pracy w systemie APD?,Promotor oraz recenzent są zobowiązani do zamieszczenia recenzji pracy dyplomowej w systemie APD co najmniej 3 dni przed wyznaczonym terminem egzaminu dyplomowego.
Co należy zrobić w przypadku zapomnienia lub zgubienia danych logowania do konta wydziałowego?,W przypadku zapomnienia lub zgubienia danych logowania do konta wydziałowego należy zgłosić się do pokoju numer 323 w Gmachu MiNI. Na miejscu obsługa laboratorium wygeneruje dla użytkownika nowe losowe hasło.
"Jakie wsparcie finansowe otrzymuje student biorący udział w projekcie ""Szkoła Orłów na PW""?","Nie mam tej informacji w dostępnych zasobach. Dostępne źródła wskazują jedynie, że projekt pod nazwą Szkoła Orłów na PW jest finansowany przez Ministerstwo Nauki i Szkolnictwa Wyższego, a jego głównym celem jest wsparcie wybitnie uzdolnionych studentów. Szczegółowe dane dotyczące formy lub wysokości wsparcia finansowego dla uczestników tego projektu nie zostały podane w udostępnionych materiałach."
W jakim terminie student może zgłosić do Dziekana odwołanie od decyzji Komisji Kwalifikacyjnej po pierwszej turze rekrutacji na wyjazdy z programu Erasmus+ na rok akademicki 2023/2024?,Termin zgłaszania do Dziekana odwołań od decyzji Komisji Kwalifikacyjnej po pierwszej turze rekrutacji na wyjazdy z programu Erasmus+ na rok akademicki 2023/2024 trwa od 13 do 17 marca.
Gdzie i w jakiej formie należy złożyć podanie o zmianę grupy studenckiej lub zajęciowej?,"Podanie o zmianę grupy studenckiej lub zajęciowej należy złożyć w formie elektronicznej za pośrednictwem systemu USOSweb lub w formie papierowej bezpośrednio w dziekanacie Wydziału Matematyki i Nauk Informacyjnych. Dziekanat jest czynny dla studentów w poniedziałki, wtorki, czwartki oraz piątki w godzinach"
"W jakiej formie odbywa się egzamin końcowy z przedmiotu ""Teoria gier"" i jaki warunek należy spełnić, aby móc do niego przystąpić?","Egzamin końcowy z przedmiotu Teoria gier odbywa się w formie pisemnej. Warunkiem, który należy spełnić, aby móc do niego przystąpić, jest uprzednie uzyskanie pozytywnej oceny z ćwiczeń."
"Kiedy, gdzie i z kim odbywają się zajęcia z przedmiotu ""Projekt interdyscyplinarny"" dla grupy 4 na 6 semestrze studiów pierwszego stopnia na kierunku Inżynieria i analiza danych?","Zajęcia z przedmiotu Projekt interdyscyplinarny dla grupy 4 na 6 semestrze studiów pierwszego stopnia na kierunku Inżynieria i Analiza Danych odbywają się w poniedziałki. Poniżej znajduje się szczegółowy harmonogram tych zajęć:

09:45–11:15 — Projekt"
Jakie formy sprawdzania wiedzy są stosowane do weryfikacji i oceny efektów uczenia się osiągniętych przez studenta w trakcie całego cyklu kształcenia?,"Sposoby weryfikacji i oceny efektów uczenia się osiągniętych przez studenta w trakcie całego cyklu kształcenia są różnorodne. Obejmują one egzamin pisemny, ocenę aktywności podczas zajęć, sprawozdanie lub raport pisemny, prezentację, esej, projekt, samoocenę oraz pracę domową."
"Jakie dodatkowe wymaganie, oprócz odpowiedniej liczby punktów ECTS, musi spełnić student kierunku Inżynieria i Analiza Danych, aby uzyskać bezwarunkową rejestrację na 7 semestr?","Aby uzyskać bezwarunkową rejestrację na siódmy semestr studiów na kierunku Inżynieria i Analiza Danych, student, oprócz zdobycia odpowiedniej liczby punktów ECTS, musi mieć zaliczone praktyki studenckie."
Jaki dokument tożsamości powinien znajdować się na stole studenta podczas sprawdzianu lub egzaminu na Wydziale MiNI?,"Podczas sprawdzianu lub egzaminu na Wydziale Matematyki i Nauk Informacyjnych student powinien umieścić na stole legitymację studencką lub inny dokument tożsamości ze zdjęciem, na przykład dowód osobisty, w celu umożliwienia weryfikacji jego tożsamości."
Który dokument dotyczący odbywania praktyk studenckich na Wydziale MiNI należy obowiązkowo dostarczyć w formie papierowej?,"W dostępnych zasobach nie ma informacji o tym, który dokument dotyczący odbywania praktyk studenckich na Wydziale Matematyki i Nauk Informacyjnych należy obowiązkowo dostarczyć w formie papierowej."
"Z jakich części składa się ocena projektu na przedmiocie ""Tworzenie aplikacji webowych z wykorzystaniem .NET Framework""?","Ocena projektu z przedmiotu ""Tworzenie aplikacji webowych z wykorzystaniem .NET Framework"" składa się z pięciu głównych części. Są to: realizacja wymaganych założeń projektu, za którą można otrzymać maksymalnie 50 punktów, realizacja koncepcji aplikacji wielowarstwowej oceniana na maksymalnie 20 punktów, jakość kodu, za którą można uzyskać do 10 punktów, terminowość i współpraca premiowana maksymalnie 10 punktami, a także UX/UI oraz funkcjonalność aplikacji, za które przewidziano do 10 punktów. Łącznie za realizację całego projektu student może zdobyć maksymalnie 100 punktów."
"Z jakich elementów i w jakich proporcjach wyliczana jest punktacja z przedmiotu ""Informatyka obrazów""?","O ocenie końcowej z przedmiotu Informatyka obrazów decyduje suma zdobytych punktów. W trakcie zajęć laboratoryjnych punktowane są realizowane zadania, a w przypadku rozwiązań niepełnych punkty przyznawane są proporcjonalnie. Nie mam tej informacji w dostępnych zasobach, aby wskazać dokładne proporcje oraz wszystkie pozostałe elementy wchodzące w skład oceny końcowej."
Kiedy wypłacane są stypendia studenckie na Politechnice Warszawskiej?,Stypendia studenckie na Politechnice Warszawskiej są wypłacane co miesiąc po 5. dniu każdego miesiąca. W semestrze letnim świadczenia te są wypłacane w okresie od marca do lipca.
"W jaki sposób wystawiana jest ocena sumatywna z przedmiotu ""Systemy wspomagania decyzji"" i ile punktów jest wymaganych do jego zaliczenia?","Ocena sumatywna z przedmiotu Systemy wspomagania decyzji polega na punktowej ocenie wartości merytorycznej każdego z wykonanych ćwiczeń oraz każdej z dwóch części prezentacji projektowej. Do zaliczenia tego przedmiotu, czyli uzyskania oceny 3,0, wymagane jest zdobycie co najmniej 45 punktów,"
Jaka jest wysokość stypendium rektora oraz stypendium dla tegorocznych maturzystów na Wydziale MiNI?,"Wysokość stypendium rektora oraz stypendium dla tegorocznych maturzystów wynosi 635 zł. Ponadto wysokość stypendium dla poszczególnych kategorii wynosi odpowiednio: 1 450 zł dla I kategorii, 1 250 zł dla II kategorii oraz 1 050 zł dla III kategorii."
"Z jakich elementów składa się ocena końcowa z przedmiotu ""Przetwarzanie danych w systemie SAS"" i ile maksymalnie punktów można uzyskać za projekt zespołowy?","Na ocenę końcową z przedmiotu Przetwarzanie danych w systemie SAS składa się suma następujących elementów: projekt zespołowy (50% oceny), indywidualna prezentacja (30% oceny) oraz udział w laboratoriach (20% oceny). W dostępnych zasobach znajdują się rozbieżne informacje dotyczące maksymalnej liczby punktów za"
W jakie dni i w jakich godzinach studenci mogą załatwiać sprawy w dziekanacie wydziału?,"Studenci mogą załatwiać sprawy w dziekanacie Wydziału Matematyki i Nauk Informacyjnych w poniedziałki, wtorki, czwartki oraz piątki w godzinach od 11:00 do 14:00. W środy dziekanat jest nieczynny."
Kto na Wydziale MiNI przechowuje wypełnione przez pracodawców ankiety oraz oryginalne sprawozdania dotyczące praktyk studenckich?,Wypełnione przez pracodawców ankiety oraz oryginalne sprawozdania dotyczące praktyk studenckich na Wydziale Matematyki i Nauk Informacyjnych przechowuje Pełnomocnik ds. Praktyk przez okres ustalony w Instrukcji Kancelaryjnej Politechniki Warszawskiej.
Na jaki okres przyznawane są studentom serwery wirtualne na Wydziale MiNI i czy można ten czas przedłużyć?,"Serwery wirtualne na Wydziale Matematyki i Nauk Informacyjnych są przyznawane na okres jednego semestru, od daty uruchomienia serwera do dnia poprzedzającego rozpoczęcie kolejnego semestru. Istnieje możliwość przedłużenia czasu życia już istniejącego serwera w kolejnych semestrach, o ile wystarczy zasobów dla wszystkich chętnych."
